Date,Open,High,Low,Close,Volume,
6/26/2006,203.58,204.35,201.83,202.31,3551178,2605
6/27/2006,203.06,204.2,200.71,201.36,4107079,2604
6/28/2006,202.21,203.44,200.77,203.26,3712699,2603
6/29/2006,204.2,209.31,203.11,209.11,6662215,2602
6/30/2006,208.01,209.87,206.37,209.87,6298846,2601
7/3/2006,210.23,212.1,209.93,211.81,2156782,2600
7/5/2006,210.97,211.61,208.03,210.94,4986307,2599
7/6/2006,211.9,212.9,211.2,211.81,3687577,2598
7/7/2006,213.24,214.16,208.15,210.44,6042310,2597
7/10/2006,211.93,212.83,208.4,209.31,4438867,2596
7/11/2006,209.46,212.74,206.72,212.49,5972817,2595
7/12/2006,211.26,211.58,208.57,208.83,4906618,2594
7/13/2006,207.21,209.38,203.62,204.62,6924475,2593
7/14/2006,205.37,205.95,199.5,201.95,7552072,2592
7/17/2006,202.52,205.7,202.06,204.15,5813229,2591
7/18/2006,205.08,205.49,199.07,201.73,8631609,2590
7/19/2006,197.7,200.77,197.53,199.7,8523151,2589
7/20/2006,202.34,202.42,193.02,193.75,12631703,2588
7/21/2006,193.26,196.07,189.03,195.25,11767919,2587
7/24/2006,196.61,197.14,190.8,195.65,8087709,2586
7/25/2006,192.7,195.85,192.09,194.87,5761388,2585
7/26/2006,194.29,196.15,191.69,192.94,5532668,2584
7/27/2006,193.88,193.94,189.16,191.39,5641105,2583
7/28/2006,191.19,194.97,191.06,194.25,4084395,2582
7/31/2006,194.19,194.78,191.85,193.49,4598575,2581
8/1/2006,192.75,193.08,187.94,187.94,5466822,2580
8/2/2006,187.99,188.77,182.78,183.8,7098826,2579
8/3/2006,182.67,189.14,181.86,187.88,6329923,2578
8/4/2006,189.97,190.53,186.06,187.11,5095481,2577
8/7/2006,185.94,190.05,185.76,189.16,3999670,2576
8/8/2006,191.6,192.44,189.73,190.69,5744843,2575
8/9/2006,192.08,192.53,188.37,188.66,4311433,2574
8/10/2006,187.13,189.02,186.42,187.29,4264885,2573
8/11/2006,187.39,187.83,184.18,184.43,3768869,2572
8/14/2006,185.94,187.75,184.52,184.9,4968614,2571
8/15/2006,187.24,191.03,186.49,190.68,6699844,2570
8/16/2006,191.93,194.42,191.25,194.05,5853626,2569
8/17/2006,193.39,195.19,192.15,193.09,5080326,2568
8/18/2006,193.35,193.74,190.57,191.87,4952934,2567
8/21/2006,189.24,189.69,187.8,188.84,4120021,2566
8/22/2006,189.06,189.82,187.61,189.33,4164286,2565
8/23/2006,189.01,189.32,186.52,186.9,3644331,2564
8/24/2006,187.41,188.39,186.32,187.05,3484226,2563
8/25/2006,186.73,187.85,186.44,186.82,2467697,2562
8/28/2006,187.99,190.67,187.69,190.67,4165511,2561
8/29/2006,190.58,191.35,188.79,189.66,4465569,2560
8/30/2006,189.79,192.52,189.44,190.57,4043381,2559
8/31/2006,190.94,191.27,189.29,189.45,2967829,2558
9/1/2006,190.69,190.83,188.78,189.49,2674099,2557
9/5/2006,190.12,192.89,188.91,192.37,4075696,2556
9/6/2006,191.24,191.79,190.02,190.26,3727247,2555
9/7/2006,189.88,191.07,188.89,189.43,3842020,2554
9/8/2006,188.55,190.59,188.55,189.11,3083687,2553
9/11/2006,189.32,192.54,189.07,192.24,4529209,2552
9/12/2006,192.69,196.56,192.63,196.15,5467584,2551
9/13/2006,197.77,203.58,197.75,203.49,9770012,2550
9/14/2006,202.35,203.34,201.17,202.19,5367264,2549
9/15/2006,203.94,205.23,203.57,205.14,7841361,2548
9/18/2006,205.2,209.55,204.94,207.55,7112081,2547
9/19/2006,207.94,207.95,196.57,202.11,14296993,2546
9/20/2006,203.75,203.9,197.51,198.7,9154036,2545
9/21/2006,200.35,204.43,200.13,203.63,10696761,2544
9/22/2006,202.69,203.93,200.88,202.09,4649781,2543
9/25/2006,202.99,204.93,201.45,202.19,5741665,2542
9/26/2006,202.95,204.04,201.09,203.64,5294954,2541
9/27/2006,203.35,205.82,201.39,201.66,5977574,2540
9/28/2006,202.24,203.69,200.47,201.99,5112270,2539
9/29/2006,202.76,203.01,200.91,201.15,3314271,2538
10/2/2006,201.15,203.2,200.6,200.92,3652860,2537
10/3/2006,200.85,203.43,199.29,202.22,5467091,2536
10/4/2006,202.69,208.09,201.73,208.06,6665603,2535
10/5/2006,207.56,209.33,205.64,206.11,5791267,2534
10/6/2006,205.32,211.17,205.08,210.46,7339021,2533
10/9/2006,212.61,216.19,211.92,214.71,7606719,2532
10/10/2006,216,219.14,211.41,213.54,9791240,2531
10/11/2006,212.72,215.17,212.09,213.46,5636120,2530
10/12/2006,214.49,215.05,212.21,213.93,4848073,2529
10/13/2006,214.09,214.96,212.99,213.86,3622924,2528
10/16/2006,214.06,214.81,210.88,211.09,4319941,2527
10/17/2006,210.36,212.09,208.56,210.53,5225527,2526
10/18/2006,211.71,212.59,208.96,209.86,6018380,2525
10/19/2006,210.33,227.68,209.99,213.24,11819967,2524
10/20/2006,229.72,230.28,227.02,230.06,11651830,2523
10/23/2006,231.37,242.56,230.42,240.63,15113954,2522
10/24/2006,238.38,239.17,235.94,236.89,8691915,2521
10/25/2006,238.98,244.49,237.79,243.54,9193703,2520
10/26/2006,244.08,246.23,242.34,242.79,7041034,2519
10/27/2006,242.19,242.86,236.48,237.84,6605323,2518
10/30/2006,237.65,240.47,235.24,238.52,6564929,2517
10/31/2006,239.27,241.32,237.16,238.43,6290913,2516
11/1/2006,239.62,239.8,232.86,233.98,5432936,2515
11/2/2006,233.98,237.1,233.42,235.19,5237726,2514
11/3/2006,236.35,237.11,232.76,236.13,4909128,2513
11/6/2006,237.12,240.07,236.4,238.71,4994005,2512
11/7/2006,238.72,239.75,236.12,236.52,4899975,2511
11/8/2006,235.41,241.11,234.53,237.74,7967989,2510
11/9/2006,238.49,239.98,236.17,236.55,4881874,2509
11/10/2006,237.13,237.6,235.38,237.01,2798140,2508
11/13/2006,237.69,240.83,237.31,240.76,4346003,2507
11/14/2006,240.59,245.22,240.49,244.89,7227386,2506
11/15/2006,246.96,250.17,246.21,246.21,8375966,2505
11/16/2006,247.75,249.09,246.53,248.2,5095517,2504
11/17/2006,246.87,250.08,246.75,249.64,5523304,2503
11/20/2006,249.45,249.45,246.57,247.77,5125836,2502
11/21/2006,248.52,255.25,248.16,255.08,8437379,2501
11/22/2006,255.74,256.76,253.14,254.26,4502581,2500
11/24/2006,252.5,254,252.3,252.8,1734759,2499
11/27/2006,250.94,251.14,242.62,242.62,7328930,2498
11/28/2006,240.81,245.17,238.75,244.99,7805521,2497
11/29/2006,247.37,247.62,241.37,242.57,6316158,2496
11/30/2006,242.34,245.45,241.02,242.65,5578592,2495
12/1/2006,243.23,244.44,239.49,240.64,5632131,2494
12/4/2006,241.74,243.96,239.91,242.67,4908948,2493
12/5/2006,243.94,244.96,242.69,243.74,4104051,2492
12/6/2006,243.72,246.45,242.5,244.6,4452242,2491
12/7/2006,245.36,246.15,241.45,241.56,4664925,2490
12/8/2006,241.21,244.54,240.24,242.3,3976769,2489
12/11/2006,242.7,244.69,242.14,242.21,3265994,2488
12/12/2006,242.17,243.42,240.38,241.13,4213915,2487
12/13/2006,242.59,242.99,238.75,239.73,4664176,2486
12/14/2006,240.37,242.12,238.87,241.3,4759376,2485
12/15/2006,241.56,242.3,240.16,240.39,5249098,2484
12/18/2006,241.49,241.61,230.59,231.63,8019415,2483
12/19/2006,231.09,234.89,229.48,234.55,6590738,2482
12/20/2006,235.23,235.99,231.4,231.68,4382715,2481
12/21/2006,232.32,232.86,226.4,228.33,6964912,2480
12/22/2006,228.98,229.55,226.59,228.02,3989025,2479
12/26/2006,228.49,229.96,227.52,228.99,2075834,2478
12/27/2006,230.23,234.27,229.78,234.25,4232499,2477
12/28/2006,233.79,234.52,231.36,231.51,3140196,2476
12/29/2006,231.28,232.47,230.16,230.47,2559612,2475
1/3/2007,233.23,238.57,230.79,234.03,7722839,2474
1/4/2007,234.73,242.22,234.41,241.87,7916458,2473
1/5/2007,241.49,243.99,239.29,243.84,6874670,2472
1/8/2007,244.09,245.18,241.34,242.03,4756244,2471
1/9/2007,242.97,244.37,240.84,242.99,5383043,2470
1/10/2007,242.46,247.02,241.26,244.97,5978283,2469
1/11/2007,248.85,251.13,248.34,250.11,7227025,2468
1/12/2007,251.25,252.75,250.25,252.75,4475211,2467
1/16/2007,254.03,256.76,251.9,252.39,7579201,2466
1/17/2007,251.95,254.14,247.44,248.89,6708439,2465
1/18/2007,247.51,248.49,243.96,244.16,5932894,2464
1/19/2007,244.23,245.63,243.61,245.12,4979438,2463
1/22/2007,246.5,246.57,239.49,240.66,5407309,2462
1/23/2007,240.64,242.62,238.88,239.76,4686879,2461
1/24/2007,242.46,250.02,241.89,249.78,6074077,2460
1/25/2007,250.75,252.5,243.07,244.29,6444810,2459
1/26/2007,245.71,249.2,243.76,248.17,5497075,2458
1/29/2007,249.25,249.62,245.5,246.48,4778995,2457
1/30/2007,247.25,249.25,245.86,247.41,4185385,2456
1/31/2007,248.49,252.75,248,251,12402800,2455
2/1/2007,253.25,253.26,241.01,241.12,15669297,2454
2/2/2007,241.55,242.74,239.14,240.99,6312533,2453
2/5/2007,238.99,239.24,233.33,233.81,7210422,2452
2/6/2007,234.28,236.89,233.86,235.98,5326388,2451
2/7/2007,237.15,237.41,234.62,235.24,4121831,2450
2/8/2007,234.26,237.11,232.81,235.75,4077666,2449
2/9/2007,236.06,236.58,230.98,231.18,4859692,2448
2/12/2007,230.57,231.43,227.74,229.37,5754929,2447
2/13/2007,229.81,231.62,228.86,229.78,4147588,2446
2/14/2007,230.23,234.8,229.84,233.2,5700073,2445
2/15/2007,233.23,233.3,230.59,230.97,4049689,2444
2/16/2007,231.63,235.31,231.26,235.2,6179453,2443
2/20/2007,234.47,236.61,232.59,236.29,4069032,2442
2/21/2007,235.15,239.58,234.1,238.17,5643426,2441
2/22/2007,239.58,242.36,237.43,238.16,5747347,2440
2/23/2007,238.11,238.71,234.13,235.55,3885580,2439
2/26/2007,236.65,237.86,232.11,232.7,3990296,2438
2/27/2007,227.73,230.13,223.81,224.61,9338828,2437
2/28/2007,225.43,227.06,221.74,224.95,8046584,2436
3/1/2007,221.56,226.44,220.22,224.34,8689893,2435
3/2/2007,222.78,224.57,219.56,219.56,6585824,2434
3/5/2007,218.73,222.97,218.72,220.69,6359581,2433
3/6/2007,223.96,229.73,223.91,229,7537169,2432
3/7/2007,231.58,231.8,227.37,228.05,6534977,2431
3/8/2007,229.84,232.98,227.28,227.59,5363496,2430
3/9/2007,229.23,229.43,225.28,226.71,4977644,2429
3/12/2007,226.51,227.85,225.78,227.6,3467969,2428
3/13/2007,225.28,226.19,221.64,221.74,6378634,2427
3/14/2007,221.84,224.55,219.72,224.22,8021553,2426
3/15/2007,224.15,225.14,222.19,223.32,3947143,2425
3/16/2007,223.05,223.57,220.16,220.65,5669244,2424
3/19/2007,221.85,224.47,220.54,223.84,5200733,2423
3/20/2007,223.12,224.02,222.02,222.86,3422340,2422
3/21/2007,222.87,228.51,222.83,228.5,5801900,2421
3/22/2007,228.03,231.32,226.49,231.25,5727728,2420
3/23/2007,230.96,231.93,228.77,231.15,4114854,2419
3/26/2007,230.51,232.73,228.04,232.73,4711009,2418
3/27/2007,232.01,232.85,230.4,232.04,3742166,2417
3/28/2007,231.17,232.95,230.31,231.17,4641156,2416
3/29/2007,232.51,233.23,227.73,230.69,3989119,2415
3/30/2007,231.28,231.93,228.3,229.31,3380552,2414
4/2/2007,229.11,229.49,226.29,229.49,3448632,2413
4/3/2007,232.26,237.36,232.23,236.54,6518088,2412
4/4/2007,236.31,236.74,235.02,235.75,3779646,2411
4/5/2007,235.89,236.28,235.04,235.99,2716305,2410
4/9/2007,236.73,236.74,233.03,234.34,3063964,2409
4/10/2007,233.78,235.63,232.81,233.48,2979518,2408
4/11/2007,233.26,234.93,231.54,232.5,3824385,2407
4/12/2007,232.23,234.23,231.35,233.93,2711803,2406
4/13/2007,234.46,234.62,231.91,233.38,2799340,2405
4/16/2007,234.46,238.73,234.31,237.37,5080883,2404
4/17/2007,237.14,238.43,236.04,236.64,3216071,2403
4/18/2007,235.87,240.19,235,238.24,5672972,2402
4/19/2007,237.49,241.22,235.03,236.06,11225221,2401
4/20/2007,245.51,246.5,241.25,241.48,12223144,2400
4/23/2007,240.29,242.74,239.37,239.78,5679371,2399
4/24/2007,239.54,240.23,238.01,239,3699323,2398
4/25/2007,240.24,240.93,238.29,239.23,3972723,2397
4/26/2007,239.29,242.47,238.79,240.83,4132037,2396
4/27/2007,240.28,241.44,239.4,239.74,2927221,2395
4/30/2007,239.81,240.92,235.93,235.93,3645852,2394
5/1/2007,236.33,236.64,232.32,234.73,3658854,2393
5/2/2007,234.56,235.78,233.1,233.12,3080494,2392
5/3/2007,233.34,237.27,232.88,236.85,3596694,2391
5/4/2007,235.3,237.66,233.17,235.8,3951718,2390
5/7/2007,236.31,236.65,233.47,233.87,3022311,2389
5/8/2007,233.3,234.32,232.6,233.64,2908622,2388
5/9/2007,233.31,236.1,232.17,234.86,3892236,2387
5/10/2007,233.75,234.98,230.74,230.97,3691513,2386
5/11/2007,231.15,233.73,230.73,233.6,2940516,2385
5/14/2007,232.97,233.99,230.23,231.12,3873493,2384
5/15/2007,231.21,231.5,228.93,229.23,4119544,2383
5/16/2007,231.23,236.81,229.74,236.54,6563239,2382
5/17/2007,236.47,237.85,235.64,235.72,4667201,2381
5/18/2007,236.25,236.59,235.11,235.4,3696999,2380
5/21/2007,235,239.84,233.59,235.54,6168614,2379
5/22/2007,236.74,239.74,236.74,238.17,3840233,2378
5/23/2007,240.65,241.95,237.11,237.22,5086490,2377
5/24/2007,237.81,239.84,235.99,237.4,4200474,2376
5/25/2007,240.09,242.72,238.87,242,5348571,2375
5/29/2007,242.74,246.15,242.24,243.8,5221872,2374
5/30/2007,242.49,249.67,241.74,249.55,7299636,2373
5/31/2007,250.53,254.64,248.78,249.2,8927564,2372
6/1/2007,250.75,252.76,249.21,250.45,4806053,2371
6/4/2007,249.2,255.51,249.04,253.79,7103954,2370
6/5/2007,255.13,259.76,253.56,259.68,10459611,2369
6/6/2007,258.63,260.65,257.89,259.38,7899928,2368
6/7/2007,260.13,263.51,256.51,257.79,10641285,2367
6/8/2007,258.36,260.08,254.98,258,6360840,2366
6/11/2007,257.27,259.38,255.25,255.93,4654821,2365
6/12/2007,254.61,256.09,251.84,252.64,6423044,2364
6/13/2007,253.8,254.52,249.59,252.87,7042609,2363
6/14/2007,252.94,253.19,251.1,251.67,4624604,2362
6/15/2007,254.35,254.75,250.87,253.2,6174369,2361
6/18/2007,253.34,258.26,252.37,257.86,4844965,2360
6/19/2007,257.26,258.88,256.03,257.41,4384299,2359
6/20/2007,258.74,259.63,254.78,255.24,4340703,2358
6/21/2007,255.75,257.9,253.39,257.31,4410593,2357
6/22/2007,258.47,262.76,258.31,262.75,7287906,2356
6/25/2007,264.75,267.76,261.95,263.97,7926891,2355
6/26/2007,266.63,266.87,263.38,265.4,5690466,2354
6/27/2007,262.76,264.26,260.04,263.41,6126644,2353
6/28/2007,262.7,265.01,262.16,262.77,4174304,2352
6/29/2007,263.27,263.96,259.99,261.61,3881004,2351
7/2/2007,263.01,266.19,262.36,265.46,3496531,2350
7/3/2007,265.8,267.47,264.01,267.44,1871795,2349
7/5/2007,268.05,272.47,266.34,271.09,4943783,2348
7/6/2007,270.9,272.21,269.63,269.97,2747044,2347
7/9/2007,271.77,274.64,270.4,271.55,3731529,2346
7/10/2007,272.17,273.77,271.1,271.94,3856200,2345
7/11/2007,272.08,273.52,270.28,272.51,3311848,2344
7/12/2007,273.2,273.93,270.38,272.94,3443154,2343
7/13/2007,274.23,276.61,273.9,276.36,5237139,2342
7/16/2007,275.43,279.57,274.93,276.77,6601545,2341
7/17/2007,277.8,279.14,276.47,277.78,4331404,2340
7/18/2007,277.22,277.53,272.18,275.02,6084148,2339
7/19/2007,277.01,277.04,271.39,274.57,11127140,2338
7/20/2007,256.21,261.85,255,260.32,17773613,2337
7/23/2007,259.76,260.26,256.33,256.51,6356603,2336
7/24/2007,254.9,259.6,253.81,257.26,5741426,2335
7/25/2007,258.75,258.77,253.03,255.13,5556426,2334
7/26/2007,254.62,256.55,249.69,254.25,6894330,2333
7/27/2007,254.52,258.57,253,256.2,5472989,2332
7/30/2007,256.72,259.93,255.51,258.31,3967248,2331
7/31/2007,260.38,260.48,255.25,255.25,4270981,2330
8/1/2007,255.51,258.51,254.32,256.73,4428166,2329
8/2/2007,257.12,257.75,254.75,255.76,3156501,2328
8/3/2007,255.28,256.86,251.75,251.75,3176102,2327
8/6/2007,251.75,255.33,251.5,255.25,3651924,2326
8/7/2007,255.13,260.2,254.77,258.27,4267391,2325
8/8/2007,259.93,263.15,258.8,263.15,4068931,2324
8/9/2007,260.66,263.67,257.57,257.62,4849116,2323
8/10/2007,255.35,259.62,253.07,258.13,5884448,2322
8/13/2007,260.03,260.13,256.77,258.01,3179214,2321
8/14/2007,258.12,258.96,254.25,254.55,3634035,2320
8/15/2007,254.75,256.1,248.6,249.02,5409677,2319
8/16/2007,246.26,248.46,240.47,246.01,8645559,2318
8/17/2007,248.97,250.75,246.07,250.27,5481730,2317
8/20/2007,251.48,251.53,248.25,249.21,2698225,2316
8/21/2007,249.72,254.33,249.13,253.56,3618508,2315
8/22/2007,255.23,258.38,254.88,256.63,3255994,2314
8/23/2007,258.26,258.32,253.75,256.35,3077240,2313
8/24/2007,256.56,258.03,254.5,257.76,2472653,2312
8/27/2007,257.47,258.98,255.96,256.89,2325049,2311
8/28/2007,256.02,257.75,253.15,253.45,3275023,2310
8/29/2007,254.17,256.91,253.87,256.7,2550539,2309
8/30/2007,256.44,257.96,255.54,255.96,2653547,2308
8/31/2007,256.81,258.51,255.99,257.88,2977506,2307
9/4/2007,257.77,264.26,257.57,262.84,3696830,2306
9/5/2007,261.96,265,261.39,264.16,3314006,2305
9/6/2007,264.94,265.18,259.38,262.02,3634263,2304
9/7/2007,259.19,260.88,258.66,259.93,3663641,2303
9/10/2007,260.9,261.3,255.7,257.5,3226721,2302
9/11/2007,258.75,261.09,258.12,260.93,2704265,2301
9/12/2007,260.53,264.25,259.76,261.59,2986903,2300
9/13/2007,262.29,263.87,261.87,262.65,1892758,2299
9/14/2007,261.86,265.4,261.37,264.64,2765340,2298
9/17/2007,263.53,264.9,262.3,262.91,2198559,2297
9/18/2007,263.52,268.89,262.4,267.9,4223173,2296
9/19/2007,269.9,275,269.7,273.7,5527900,2295
9/20/2007,273.77,278.68,273.29,276.69,5531347,2294
9/21/2007,278.45,280.68,276.69,280.33,8012546,2293
9/24/2007,280.78,286.02,280.28,284.29,5299786,2292
9/25/2007,282.28,285.06,281.71,284.78,2730639,2291
9/26/2007,285.49,286.18,282.19,284.36,3346447,2290
9/27/2007,286.15,286.16,283.17,284.03,2056256,2289
9/28/2007,283.78,285.06,282.34,283.92,2639328,2288
10/1/2007,285.27,292.47,285.09,291.57,4714446,2287
10/2/2007,291.98,298.7,290.3,292.49,7067477,2286
10/3/2007,293.42,294.79,290.47,292.3,3884247,2285
10/4/2007,292.84,292.84,288.82,289.8,2988773,2284
10/5/2007,293.85,298.3,293.8,297.32,5072844,2283
10/8/2007,297.8,305.44,297.27,305.11,5029116,2282
10/9/2007,307.86,312.2,304.5,307.9,8769117,2281
10/10/2007,310.99,313.15,308.71,313.01,5385599,2280
10/11/2007,317.14,321.03,304.8,311.31,11800476,2279
10/12/2007,312.3,319.52,309.43,319.01,6826850,2278
10/15/2007,319.55,320.25,308.08,310.37,6948873,2277
10/16/2007,309.55,313.27,306.3,308.31,6025266,2276
10/17/2007,315.54,317.32,311.11,317.06,6030452,2275
10/18/2007,318.02,321.01,314.56,320.13,12353796,2274
10/19/2007,327.61,329.57,321.94,322.68,15783471,2273
10/22/2007,319.65,327.83,318.46,325.7,6664306,2272
10/23/2007,330.96,339.14,330.33,338.22,6799991,2271
10/24/2007,336.69,339.07,330.11,338.25,7409295,2270
10/25/2007,339.68,339.82,332.11,334.59,5798452,2269
10/26/2007,337.35,338.61,334.36,337.64,3354536,2268
10/29/2007,339.22,340.34,336.38,339.95,3066529,2267
10/30/2007,339.09,350.3,339.09,347.73,6900524,2266
10/31/2007,350.7,353.85,348.37,353.85,6884486,2265
11/1/2007,351.75,357.22,351.24,351.96,6528949,2264
11/2/2007,355.61,357.15,349.02,355.98,5842237,2263
11/5/2007,353.85,365.48,353.39,363.19,8885626,2262
11/6/2007,369.15,371.27,362.86,371.27,8441623,2261
11/7/2007,370.94,373.99,361.93,366.84,8273434,2260
11/8/2007,367.67,367.81,338.93,347.27,16517335,2259
11/9/2007,338.23,341.28,330.94,332.32,11390236,2258
11/12/2007,329.2,335.3,313.42,316.35,10235519,2257
11/13/2007,322.82,330.79,316.35,330.61,8445305,2256
11/14/2007,336.98,338.08,318.45,321.16,8102399,2255
11/15/2007,319.6,324.07,312.31,315.14,6972499,2254
11/16/2007,317.29,318.06,308.32,317.13,9043931,2253
11/19/2007,315.11,318.7,309.56,313.24,5532464,2252
11/20/2007,318.56,329.88,316.75,324.59,9840579,2251
11/21/2007,322.21,335.32,321.36,330.59,7014231,2250
11/23/2007,335.33,339.48,334.39,338.69,2739539,2249
11/26/2007,340.4,347,332.8,333.3,6792108,2248
11/27/2007,337.74,338.55,325.46,337.12,8905896,2247
11/28/2007,341.4,347.5,336.41,346.48,7919050,2246
11/29/2007,345.72,351.75,344.23,348.85,6214863,2245
11/30/2007,355.86,355.89,341.4,346.85,7901777,2244
12/3/2007,345.85,347.85,340.91,341.11,4329483,2243
12/4/2007,339.49,346.35,338.9,342.42,4232399,2242
12/5/2007,346.71,349.81,344.09,349.6,4212216,2241
12/6/2007,349.25,358.64,348.85,357.99,4916014,2240
12/7/2007,357.85,359.36,355.61,357.79,3852520,2239
12/10/2007,358.35,362.76,357.36,359.57,3858284,2238
12/11/2007,360.33,360.86,349.74,349.95,6142422,2237
12/12/2007,357.36,357.52,344.59,350.02,6166134,2236
12/13/2007,348.5,349.16,340.95,347.37,5182202,2235
12/14/2007,344.1,350.2,343.97,345.32,3673495,2234
12/17/2007,344.34,348.06,332.17,334.95,5489502,2233
12/18/2007,337.42,338.69,326.58,337.01,7166879,2232
12/19/2007,337.44,340.09,334.83,339.02,4425125,2231
12/20/2007,343.26,345.85,340.65,345.19,4422920,2230
12/21/2007,349.29,349.98,346.97,348.69,5394027,2229
12/24/2007,347.84,350.72,346.88,350.72,1628440,2228
12/26/2007,349.84,356.97,349.45,355.78,2530377,2227
12/27/2007,353.89,358.36,350.72,350.72,2943242,2226
12/28/2007,352.82,354.33,348.62,351.62,2562699,2225
12/31/2007,349.63,351.6,345.64,346.09,2376478,2224
1/2/2008,346.78,349.03,339.2,342.94,4306848,2223
1/3/2008,342.97,343.77,338.6,343.01,3252846,2222
1/4/2008,340.18,340.82,327.83,328.83,5359834,2221
1/7/2008,327.3,331.47,318.99,324.95,6404945,2220
1/8/2008,326.83,330.31,315.82,316.16,5341949,2219
1/9/2008,315.34,327,311.57,326.93,6744242,2218
1/10/2008,322.83,328.93,320.38,323.69,6334653,2217
1/11/2008,321.67,325.06,315.37,319.44,4977597,2216
1/14/2008,325.9,329.03,322.95,327.24,4448369,2215
1/15/2008,323.43,324.85,318.01,319.14,5584773,2214
1/16/2008,314.8,320.31,301.27,308.28,10562595,2213
1/17/2008,310.69,313.18,299.3,300.7,8216873,2212
1/18/2008,304.48,305.3,299.52,300.43,8540347,2211
1/22/2008,281.3,299.05,280.88,292.47,9501793,2210
1/23/2008,280.64,284.28,259.76,274.58,16971752,2209
1/24/2008,279.68,290.13,277.35,287.53,9409332,2208
1/25/2008,296.2,297.8,283.37,283.48,6965930,2207
1/28/2008,285.77,286.41,274.57,278.27,5816620,2206
1/29/2008,280.52,280.95,270.61,275.54,6284567,2205
1/30/2008,274.87,280.5,272.03,274.41,7947343,2204
1/31/2008,269.77,286.79,267.41,282.43,14871222,2203
2/1/2008,264.6,268.6,255.25,258.21,17601684,2202
2/4/2008,254.79,256.65,246.52,247.96,13160074,2201
2/5/2008,244.96,254.75,244.5,253.65,11210033,2200
2/6/2008,255.83,255.84,249.21,251.11,7640492,2199
2/7/2008,248.68,257.35,247.63,252.73,7930092,2198
2/8/2008,254.96,259.12,254.6,258.6,6828979,2197
2/11/2008,260.52,262.12,256.96,260.84,5826685,2196
2/12/2008,261.96,265.57,256.77,259.3,6662924,2195
2/13/2008,261.51,267.76,259.6,267.58,6632316,2194
2/14/2008,269.44,270.79,265.77,266.39,6480153,2193
2/15/2008,264.42,266.6,262.43,265.08,5243414,2192
2/19/2008,267.74,267.8,253.5,254.73,6352534,2191
2/20/2008,252.01,255.76,249.66,254.75,6668010,2190
2/21/2008,256.68,256.86,250,251.68,5678661,2189
2/22/2008,251.28,254.75,249.02,254.15,5516076,2188
2/25/2008,253.23,253.5,243.11,243.46,8372710,2187
2/26/2008,230.83,233.47,223.65,232.33,23290879,2186
2/27/2008,230.3,237.98,230.05,236.67,10127156,2185
2/28/2008,235.49,239.78,233.91,237.93,6590488,2184
2/29/2008,236.17,240.11,232.56,235.83,9426116,2183
3/3/2008,235.99,236.6,225.28,228.74,7557087,2182
3/4/2008,225.7,226.91,218.11,222.52,13628262,2181
3/5/2008,222.85,227.31,222.22,224.07,7439608,2180
3/6/2008,224.07,226.88,215.81,216.57,7471193,2179
3/7/2008,214.65,220.22,213.33,216.89,8071768,2178
3/10/2008,214.63,215.72,206.73,207.02,7989824,2177
3/11/2008,212.84,220.3,212.54,220.14,8832034,2176
3/12/2008,220.23,224.16,219.25,220.31,6652334,2175
3/13/2008,216.55,223.71,214.6,221.73,7727576,2174
3/14/2008,221.71,224.89,215.53,219.18,6574552,2173
3/17/2008,214.21,217.07,206.26,210.14,7890149,2172
3/18/2008,214.7,220.64,212.98,219.8,7240516,2171
3/19/2008,220.78,223.97,216.05,216.22,6179192,2170
3/20/2008,213.87,218.07,208.96,216.99,9913319,2169
3/24/2008,219.43,233.12,219.08,230.51,6764494,2168
3/25/2008,228.96,228.96,223.22,225.62,5833209,2167
3/26/2008,226.52,231.67,224.87,229.32,5225697,2166
3/27/2008,223.22,224.53,220.47,222.26,5832991,2165
3/28/2008,223.95,227.01,217.37,219.26,4377076,2164
3/31/2008,218.04,221.57,216.22,220.46,4446368,2163
4/1/2008,224.09,233.48,223.66,233.09,6093549,2162
4/2/2008,235.18,238.11,230.43,233.08,5999798,2161
4/3/2008,231.1,231.88,224.29,227.79,6778451,2160
4/4/2008,228.73,239.15,228.33,235.78,5898306,2159
4/7/2008,238.75,242.96,237,238.65,5945423,2158
4/8/2008,236.76,237.31,231.24,234.14,4550207,2157
4/9/2008,234.8,236.24,229,232.33,6048035,2156
4/10/2008,232.71,237.17,231.16,234.78,5073694,2155
4/11/2008,232.27,233.86,227.73,228.95,4169117,2154
4/14/2008,228.81,228.95,225.3,226.06,3842503,2153
4/15/2008,229.29,230.09,222.08,223.64,4586501,2152
4/16/2008,222.42,229.37,220.72,227.74,7630655,2151
4/17/2008,228.04,229.91,223.48,224.99,13409137,2150
4/18/2008,267.87,274.12,262.65,269.97,18238386,2149
4/21/2008,269.96,271.57,265.41,269.16,7444117,2148
4/22/2008,269.05,280.7,269.05,277.78,7941759,2147
4/23/2008,279.25,279.93,270.75,273.52,4923072,2146
4/24/2008,275.92,277.52,270.28,271.79,4138703,2145
4/25/2008,274.78,276.78,271.64,272.3,4166074,2144
4/28/2008,273.21,278.68,269.77,276.34,4010065,2143
4/29/2008,275.69,281.98,275.28,279.51,4346436,2142
4/30/2008,281.39,292.72,279.51,287.43,7904535,2141
5/1/2008,289.44,297.76,288.77,296.84,6605847,2140
5/2/2008,299.54,301.53,289.94,290.94,6999258,2139
